-2.568e-08,-2.568e-08,3.8519e-08,-80,-80,120
-2.0412e-08,-2.0412e-08,4.0824e-08,-80,-80,160
-1.2335e-08,-1.2335e-08,3.7003e-08,-80,-80,240
-9.7597e-09,-9.7597e-09,3.4159e-08,-80,-80,280
-3.4362e-08,-1.7181e-08,5.1542e-08,-80,-40,120
-2.4939e-08,-1.247e-08,4.9878e-08,-80,-40,160
-1.3713e-08,-6.8564e-09,4.1138e-08,-80,-40,240
-1.0584e-08,-5.2921e-09,3.7045e-08,-80,-40,280
-3.4362e-08,1.7181e-08,5.1542e-08,-80,40,120
-2.4939e-08,1.247e-08,4.9878e-08,-80,40,160
-1.3713e-08,6.8564e-09,4.1138e-08,-80,40,240
-1.0584e-08,5.2921e-09,3.7045e-08,-80,40,280
-2.568e-08,2.568e-08,3.8519e-08,-80,80,120
-2.0412e-08,2.0412e-08,4.0824e-08,-80,80,160
-1.2335e-08,1.2335e-08,3.7003e-08,-80,80,240
-9.7597e-09,9.7597e-09,3.4159e-08,-80,80,280
-1.7181e-08,-3.4362e-08,5.1542e-08,-40,-80,120
-1.247e-08,-2.4939e-08,4.9878e-08,-40,-80,160
-6.8564e-09,-1.3713e-08,4.1138e-08,-40,-80,240
-5.2921e-09,-1.0584e-08,3.7045e-08,-40,-80,280
-2.4669e-08,-2.4669e-08,7.4006e-08,-40,-40,120
-1.5713e-08,-1.5713e-08,6.2853e-08,-40,-40,160
-7.6842e-09,-7.6842e-09,4.6105e-08,-40,-40,240
-5.7659e-09,-5.7659e-09,4.0361e-08,-40,-40,280
-2.4669e-08,2.4669e-08,7.4006e-08,-40,40,120
-1.5713e-08,1.5713e-08,6.2853e-08,-40,40,160
-7.6842e-09,7.6842e-09,4.6105e-08,-40,40,240
-5.7659e-09,5.7659e-09,4.0361e-08,-40,40,280
-1.7181e-08,3.4362e-08,5.1542e-08,-40,80,120
-1.247e-08,2.4939e-08,4.9878e-08,-40,80,160
-6.8564e-09,1.3713e-08,4.1138e-08,-40,80,240
-5.2921e-09,1.0584e-08,3.7045e-08,-40,80,280
1.7181e-08,-3.4362e-08,5.1542e-08,40,-80,120
1.247e-08,-2.4939e-08,4.9878e-08,40,-80,160
6.8564e-09,-1.3713e-08,4.1138e-08,40,-80,240
5.2921e-09,-1.0584e-08,3.7045e-08,40,-80,280
2.4669e-08,-2.4669e-08,7.4006e-08,40,-40,120
1.5713e-08,-1.5713e-08,6.2853e-08,40,-40,160
7.6842e-09,-7.6842e-09,4.6105e-08,40,-40,240
5.7659e-09,-5.7659e-09,4.0361e-08,40,-40,280
2.4669e-08,2.4669e-08,7.4006e-08,40,40,120
1.5713e-08,1.5713e-08,6.2853e-08,40,40,160
7.6842e-09,7.6842e-09,4.6105e-08,40,40,240
5.7659e-09,5.7659e-09,4.0361e-08,40,40,280
1.7181e-08,3.4362e-08,5.1542e-08,40,80,120
1.247e-08,2.4939e-08,4.9878e-08,40,80,160
6.8564e-09,1.3713e-08,4.1138e-08,40,80,240
5.2921e-09,1.0584e-08,3.7045e-08,40,80,280
2.568e-08,-2.568e-08,3.8519e-08,80,-80,120
2.0412e-08,-2.0412e-08,4.0824e-08,80,-80,160
1.2335e-08,-1.2335e-08,3.7003e-08,80,-80,240
9.7597e-09,-9.7597e-09,3.4159e-08,80,-80,280
3.4362e-08,-1.7181e-08,5.1542e-08,80,-40,120
2.4939e-08,-1.247e-08,4.9878e-08,80,-40,160
1.3713e-08,-6.8564e-09,4.1138e-08,80,-40,240
1.0584e-08,-5.2921e-09,3.7045e-08,80,-40,280
3.4362e-08,1.7181e-08,5.1542e-08,80,40,120
2.4939e-08,1.247e-08,4.9878e-08,80,40,160
1.3713e-08,6.8564e-09,4.1138e-08,80,40,240
1.0584e-08,5.2921e-09,3.7045e-08,80,40,280
2.568e-08,2.568e-08,3.8519e-08,80,80,120
2.0412e-08,2.0412e-08,4.0824e-08,80,80,160
1.2335e-08,1.2335e-08,3.7003e-08,80,80,240
9.7597e-09,9.7597e-09,3.4159e-08,80,80,280
